orgid,locationid,name,address1,address2,city,state,zip,deleted,locationtype,licensenum,id,locationexp,locationissue,status,districtcode,loclatitude,loclongitude,mailaddress1,mailaddress2,mailcity,mailstate,mailzip,locubi,producer,processor,retail,transactionid,transactionid_original,fifteenday_end,delete_time
1319,1,TROVE CANNABIS,218 N SAMISH WAY STE #103,,BELLINGHAM,WA,982250000,0,10,414871,1239,1483257599,1475650799,ACTIVE (ISSUED),3B,48.738245,-122.469297,PO BOX 699,,MERCER ISLAND,WA,980400699,603356887,,,1,61598569,13097511,1447316108,
1428,1,SEATTLE PURE EXTRACTS,3810 AIRPORT WAY S   STE 110,STE 110,SEATTLE,WA,981085214,0,7,415748,1240,1488355199,1467874799,ACTIVE (ISSUED),7J,47.56939,-122.322299,2550 QUEEN ANNE AVE N,,SEATTLE,WA,981090000,603477832,,1,,61598569,13169707,1447402508,
1494,1,THE WANDERING GOAT CO.,6601 TIETON DR     STE B,STE B,YAKIMA,WA,989081798,0,7,417196,1242,1485935999,1446101999,ACTIVE (ISSUED),7L,46.593219,-120.596832,7002 CHINOOK DR,,YAKIMA,WA,989081645,603469277,,1,,61598569,13169711,1447402509,
1184,1,HANG ROOTS,2515 HARTFORD DR STE B,,LAKE STEVENS,WA,982580000,0,5,415771,1243,1506841199,1474095599,ACTIVE (ISSUED),7G,48.0209198,-122.0541813,PO BOX 30155,,SEATTLE,WA,981130155,603236108,1,1,,61598569,13169713,1447402509,
1519,1,DAY DREAM FARM,28011 NE 4TH PL STE 2,,REDMOND,WA,980539000,0,5,413011,1244,1485935999,1446101999,ACTIVE (ISSUED),7J,47.6119365,-121.9633875,8425 NE 12TH ST,,MEDINA,WA,980390000,603178022,1,1,,61598569,13169714,1447935300,
1252,1,RUCKUS,1465 E REPUBLICAN ST,,SEATTLE,WA,981124512,0,8,413692,1250,1501570799,1473577199,ACTIVE (ISSUED),2F,47.6229705,-122.3129892,12060 LAKESIDE PL NE,,SEATTLE,WA,981255957,603417470,,,1,61598569,13338278,1447575309,
700,1,GLOBODYNE,3015 EVERETT AVE,,EVERETT,WA,982013822,0,10,421005,1251,1512115199,1479628799,ACTIVE (ISSUED),3F,47.9818319,-122.1908435,3415 230TH ST SW,,BRIER,WA,980368232,603350047,,,1,61598569,13338280,1420794905,
1637,1,PEARL EXTRACTS,5437 CALIFORNIA AVE SW SUITE B,STE B,SEATTLE,WA,981361583,0,7,415768,1255,1485935999,1446537599,ACTIVE (ISSUED),7J,47.552746,-122.387488,2442 NW MARKET ST STE 105,,SEATTLE,WA,981070000,603267615,,1,,61598569,13536433,1447848900,
1509,1,TANTUS,1725 OCEAN AVE BLDG 2,,RAYMOND,WA,985772813,0,5,415802,1256,1480579199,1446537599,ACTIVE (ISSUED),7C,46.6827424,-123.7547956,1725 OCEAN AVE BLDG 2,,RAYMOND,WA,985772813,603348814,1,1,,61598569,13536436,1447838109,
1130,1,DANK INC.,212 N GALES ST STE A,,PORT ANGELES,WA,983628731,0,5,416677,1257,1509519599,1477119599,ACTIVE (ISSUED),7R,48.106512,-123.39034,424 E 1ST SUITE 2525,,PORT ANGELES,WA,983620000,603243731,1,1,,61598569,13536437,1447838110,
1273,1,HIGHROLR,317 PRICE RD STE A,,SNOHOMISH,WA,982909615,0,4,412893,1258,1512115199,1479542399,ACTIVE (ISSUED),7G,47.999109,-122.001808,317 PRICE RD,,SNOHOMISH,WA,982909615,601777115,1,1,,61598569,13536438,1447838110,
656,1,WAREHOUSE 420,21847 LEE RD SW,,CENTRALIA,WA,985319700,0,5,412984,1259,1506841199,1475823599,ACTIVE (ISSUED),7C,46.7702157,-123.0661489,PO BOX 921,,CENTRALIA,WA,985310921,603049238,1,1,,61598569,13536439,1447838110,
1506,1,GREEN KISS,3303 S 35TH ST STE B12 & B15,STE B12 & B15,TACOMA,WA,984094723,1,6,417174,1260,1477983599,1452153599,CLOSED (PERMANENT),7B,47.2283811,-122.4792701,PO BOX 7012,,TACOMA,WA,984170012,602545982,1,1,,52622889,13536440,1447838110,1471233963
1522,1,VIVA CANNABIS,3012 GS CENTER RD   STE B,STE B,WENATCHEE,WA,988019116,0,7,416609,1273,1483257599,1456387199,ACTIVE (ISSUED),7P,47.4717984,-120.3322693,3012 GS CENTER RD STE B,,WENATCHEE,WA,988019116,603464282,,1,,61598569,13683586,1448010922,
1490,1,BMT INDUSTRIES,1106 CANNON WAY STE 7,,COLVILLE,WA,991148701,0,5,412727,1277,1512115199,1481875199,ACTIVE (ISSUED),7M,48.4044041,-117.862786,270 EAST 8TH AVE,,KETTLE FALLS,WA,991410000,603352077,1,1,,65421176,13683603,1448010942,
1565,1,ADE ORGANICS,1926 PINE CREEK RD UNIT 6,,TONASKET,WA,988550000,0,7,416040,1279,1483257599,1446796799,ACTIVE (ISSUED),7H,48.575589,-119.5340414,1001 4TH AVE STE 3200,,SEATTLE,WA,981540000,603358118,,1,,61598569,13761169,1448097308,
1290,1,POTZZARIA,3049 BAKIE RD,,VALLEY,WA,991810000,0,6,412374,1280,1509519599,1477033199,ACTIVE (ISSUED),7M,48.1738375,-117.7129467,4211 S SCOTT,,SPOKANE,WA,992036256,603397311,1,1,,61598569,13851038,1449317700,
751,3,FC PROCESSOR-3,1944 1ST AVE S STE 300,,SEATTLE,WA,981341406,0,7,413952,1283,1512115199,1475823599,ACTIVE (ISSUED),7J,47.584691,-122.333694,18881 SE 42ND ST,,ISSAQUAH,WA,980279352,603349172,,1,,61598569,14045135,1422015300,
1533,1,SMRB,9642 PADILLA HEIGHTS RD,#103-106,ANACORTES,WA,982218604,0,5,413099,1284,1512115199,1480665599,ACTIVE (ISSUED),7I,48.4581431,-122.538356,PO BOX 1694,,DUVALL,WA,980191694,603350333,1,1,,63009077,14121550,1448529307,
1486,1,420 PRODUCTS,21 154TH DR SE    STE A,STE A,SNOHOMISH,WA,982907780,0,5,412742,1285,1512115199,1480492799,ACTIVE (ISSUED),7G,47.996025,-122.021724,21 154TH DR SE    STE A,,SNOHOMISH,WA,982907780,603351234,1,1,,62618185,14121551,1448529308,
373,2,POT ZONE,13724 CANYON RD E,,PUYALLUP,WA,983730000,0,8,415228,1286,1514793599,1479887999,ACTIVE (ISSUED),1R,47.130916,-122.357856,13724 CANYON RD E,,PUYALLUP,WA,983730000,603353868,,,1,61598569,14281252,1407399303,
1468,1,CENTRALIA CANNABIS CONNECTION,1039 S GOLD ST,,CENTRALIA,WA,985313711,0,8,414767,1288,1514793599,1479887999,ACTIVE (ISSUED),1E,46.704765,-122.956262,135 LITERAL RD,,CHEHALIS,WA,985329403,601358726,,,1,61598569,14281258,1448702111,
294,1,STICKY'S,9411 NE HIGHWAY 99 STE 4,,VANCOUVER,WA,986658969,0,8,421326,1290,1509519599,1477119599,ACTIVE (ISSUED),7T,45.6910747,-122.6571275,1205A WESTBROOK LOOP,,YAKIMA,WA,989081987,603344428,,,1,61598569,14642527,1411557300,
1528,1,LEAPH,1820 W VALLEY HWY N,STE B,AUBURN,WA,980011645,0,6,417010,1292,1483257599,1481961599,ACTIVE (ISSUED),7B,47.325521,-122.24871,4331 FRANCIS AVE N,,SEATTLE,WA,981037117,603355976,1,1,,65638689,14642529,1449134110,
1260,1,WEST COAST PREMIUM PRODUCTS,11009 1ST AVE S,SUITE B,SEATTLE,WA,981461401,0,5,417030,1293,1483257599,1447919999,ACTIVE (ISSUED),7J,47.5047186,-122.3340444,25702 135TH PL SE,,KENT,WA,980423519,603355138,1,1,,61598569,14835413,1449220508,
1311,1,GROOVY GREENS,"7800 POSTMA RD, STE 3",,MOXEE,WA,989360000,0,5,416689,1294,1477983599,1447919999,ACTIVE (ISSUED),7L,46.5625352,-120.3980219,"7800 POSTMA RD, STE 3",,MOXEE,WA,989360000,603445568,1,1,,61598569,14835416,1466680500,
1055,2,FOOTPRINT BIOSCIENCES,6424 210TH AVE SW,STE B,CENTRALIA,WA,985319633,0,7,419152,1295,1501570799,1470812399,ACTIVE (ISSUED),7C,46.784089,-123.018726,1608 S ELY ST,,KENNEWICK,WA,993372833,603321976,,1,,61598569,14835422,1434615307,
1315,2,WEST CHOICE,5209 POINT FOSDICK DR NW #202,,GIG HARBOR,WA,983350000,1,8,413987,1296,1488355199,1448006399,CLOSED (PERMANENT),7V,47.3055508,-122.5786365,PO BOX 2766,,GIG HARBOR,WA,983354766,603479772,,,1,61598569,14911910,1449306908,1456200000
1205,1,LEEF,3210 PEACE PORTAL DR,,BLAINE,WA,982308061,0,5,413085,1297,1506841199,1474181999,ACTIVE (ISSUED),7I,48.970691,-122.720044,24 ROY STREET #167,,SEATTLE,WA,981090000,603331857,1,1,,61598569,15002959,1449393309,
1532,1,HIGH-5 CANNABIS,6511 NE 137TH AVE,,VANCOUVER,WA,986825948,0,10,421702,1298,1496300399,1463641199,ACTIVE (ISSUED),1J,45.9098628,-122.7443052,1087 LEWIS RIVER RD PMB 320,,WOODLAND,WA,986749689,603404017,,,1,61598569,15197621,1449663300,
1570,1,WASHINGTON'S BEST,126 NEWMAN CREEK RD   UNIT 1,UNIT 1,ELMA,WA,985410000,0,6,416199,1299,1477983599,1448351999,ACTIVE (ISSUED),7R,47.016761,-123.453478,126 NEWMAN CREEK RD UNIT 1,,ELMA,WA,985410000,603444609,1,1,,61598569,15197622,1449652509,
989,1,AMERICANNA WEED CO,320 N KELLOGG ST STE B,,KENNEWICK,WA,993364944,1,8,414649,1300,1483257599,1448351999,CLOSED (PERMANENT),7W,46.213326,-119.200604,PO BOX 26261,,FEDERAL WAY,WA,980390000,603358064,0,0,1,61598569,15197626,1449652510,1453780800
1642,1,BUDCO FARMS,2726 N MONROE ST,STE 1,SPOKANE,WA,992043355,0,5,412902,1301,1501570799,1469602799,ACTIVE (ISSUED),7M,47.682825,-117.426186,2726 N MONROE ST,,SPOKANE,WA,992053355,603529265,1,1,,66121239,15197629,1449652510,
1646,1,ODO,1111 W 1ST AVE  STE B,STE B,SPOKANE,WA,992010000,0,7,417498,1302,1496300399,1461221999,ACTIVE (ISSUED),7M,47.656261,-117.428816,PO BOX 302,,PASCO,WA,993010000,603504462,,1,,61598569,15197633,1449652511,
1562,1,AMERICAN BAKED CO,3810 AIRPORT WAY S,STE 108,SEATTLE,WA,981080000,1,7,417065,1303,1483257599,1448351999,CLOSED (PERMANENT),7J,47.56939,-122.322299,2442 NW MARKET ST # 19,,SEATTLE,WA,981074137,603359282,,1,,61598569,15197636,1449652511,1475569165
1203,1,OLY SMOKES,6503 DELPHI RD NW STE A,,OLYMPIA,WA,985122848,0,4,416092,1304,1512115199,1480751999,ACTIVE (ISSUED),7C,46.9918859,-123.0041961,5604 56TH AVE SE,,LACEY,WA,985035986,601877314,1,1,,63222187,15274536,1449738909,
1615,1,THE LEGACY,381 DELAMETER RD,,CASTLE ROCK,WA,986119411,0,5,417367,1305,1514793599,1478678399,ACTIVE (ISSUED),7E,46.270703,-122.933611,381 DELAMETER RD,,CASTLE ROCK,WA,986119411,603359754,1,1,,62418863,15274537,1449738909,
1487,1,LUSCIOUS LEAF,1392 W PINE ST  STE B,,WALLA WALLA,WA,993629496,0,8,413245,1306,1498892399,1470466799,ACTIVE (ISSUED),4C,46.068896,-118.366197,25604 35TH PL S,,KENT,WA,980320000,603514697,,,1,61598569,15678932,1450257308,
1518,1,SWEET PACK,3311 S LAWRENCE ST,,TACOMA,WA,984094712,0,7,416493,1307,1506841199,1481270399,ACTIVE (ISSUED),7D,47.2295497,-122.4788794,1011 PACIFIC AVE,,TACOMA,WA,984024403,603435853,,1,,64209379,15678933,1450268100,
1470,1,COLUMBIA RIVER CANNABIS,886 HIGHLAND ORCHARD RD NE #A,STE A,BRIDGEPORT,WA,988139758,0,6,413089,1309,1509519599,1475650799,ACTIVE (ISSUED),7P,48.0351295,-119.5531845,886 HIGHLAND ORCHARD RD NE,,BRIDGEPORT,WA,988139758,603342917,1,1,,61598569,15678938,1450257308,
1670,1,SWEET JANE,5815 112TH ST E,,PUYALLUP,WA,983730000,0,10,413503,1310,1514793599,1480492799,ACTIVE (ISSUED),1U,47.154953,-122.3512397,1007 27TH STREET CT NW,,GIG HARBOR,WA,983356810,603350457,,,1,62618185,15678939,1450268100,
1335,1,MAX GREEN,2307 E SPRAGUE AVE,,SPOKANE,WA,992023932,0,4,416350,1311,1519891199,1481788799,ACTIVE (ISSUED),7M,47.657544,-117.376273,5908 E BROADWAY,,SPOKANE VALLEY,WA,992120000,603277714,1,1,,65233287,15763049,1450343708,
682,1,KLARITIE FARMS,1967 HIGHWAY 395 S,,CHEWELAH,WA,991099708,0,5,419959,1312,1491029999,1469170799,ACTIVE (ISSUED),7N,48.300468,-117.760552,1967 HIGHWAY 395 S,,CHEWELAH,WA,991099708,603484845,1,1,,61598569,15763051,1418213700,
1220,1,CASUAL CANNABIS,3332 MT BAKER HWY,STE A,BELLINGHAM,WA,982267500,0,4,416032,1313,1491029999,1458802799,ACTIVE (ISSUED),7I,48.830123,-122.309912,3332 MT BAKER HWY,STE A,BELLINGHAM,WA,982267500,603492590,1,1,,61598569,15763052,1450343710,
1618,1,NEWDAY GROWERY,15137 TURNER RD SE STE A,,RAINIER,WA,985769643,0,7,419455,1314,1483257599,1449043199,ACTIVE (ISSUED),7C,46.8673088,-122.7285992,PO BOX 1284,,RAINIER,WA,985760000,603358463,,1,,61598569,15763053,1450343710,
1501,1,JJS PRODUCTIONS,12729 QUANTM LN,"BLDG 5, UNIT 20",ANACORTES,WA,982218364,0,5,412305,1316,1512115199,1481356799,ACTIVE (ISSUED),7I,48.4584877,-122.531355,401 DUCK LAKE DR SE,,OCEAN SHORES,WA,985699773,603349267,1,1,,64413916,16019610,1450602908,
459,2,PUFFIN FARM,500 ROCKY RIVER RD,STE E,ELLENSBURG,WA,989264022,0,7,413025,1318,1512115199,1477033199,ACTIVE (ISSUED),7P,47.0124221,-120.5425273,2425 34TH AVE W,,SEATTLE,WA,981990000,603350834,,1,,61598569,16164161,1409138100,
242,1,GROW IT WRIGHT,28922 2ND AVE NW SUITE A,,ARLINGTON,WA,982237380,0,5,412705,1319,1512115199,1480492799,ACTIVE (ISSUED),7G,48.258192,-122.235615,28922 2ND AVE NW,,ARLINGTON,WA,982237380,603352971,1,1,,62618185,16288110,1450948508,
1488,1,FARMERS FRESH,1501 CENTER ST,,TACOMA,WA,984090000,0,4,415713,1320,1483257599,1449647999,ACTIVE (ISSUED),7D,47.2341229,-122.453223,5138 N VISSCHER ST,,TACOMA,WA,984072213,603138440,1,1,,61598569,16288111,1450948508,
1427,1,CANNAVISION,815 KITT-NARCISSE RD,,COLVILLE,WA,991140000,0,4,415717,1323,1504249199,1478851199,ACTIVE (ISSUED),7N,48.482551,-117.8034821,2016 286TH ST E,,ROY,WA,985800000,602372988,1,1,,61598569,16288122,1455279300,
1067,1,RGL INDUSTRIES,931 GOERIG RD,,WOODLAND,WA,986740000,0,5,416626,1324,1493621999,1460876399,ACTIVE (ISSUED),7E,45.9009569,-122.7568042,620 HUBBARD RD,,ALDERWOOD MANOR,WA,980360000,601542221,1,1,,61598569,16360678,1451034908,
1687,1,KEYSTONE CREATIONS,5809 112TH ST E,BLDG A,PUYALLUP,WA,983730000,1,8,414089,1325,1480579199,1449734399,CLOSED (PERMANENT),1Q,47.155019,-122.35159,5809 112TH ST E,BLDG A,PUYALLUP,WA,983730000,603349167,,,1,61598569,16360679,1451034909,1469088908
1566,1,B STREET BUD,400 BURDIN AVE,,GRAND COULEE,WA,991330000,0,10,414558,1332,1506841199,1474441199,ACTIVE (ISSUED),4O,47.9431556,-119.0063521,1020 CAMAS ST,,COULEE DAM,WA,991161102,603241069,,,1,61598569,16720921,1451466939,
639,2,C.K. ORGANICS,8101 NE 229TH CT  STE A,,VANCOUVER,WA,986829720,0,4,421497,1333,1509519599,1478851199,ACTIVE (ISSUED),7E,45.681285,-122.436195,8101 NE 229TH CT   STE A,,VANCOUVER,WA,986829720,603359834,1,1,,61598569,16720944,1415261704,
1571,1,EASTERN GATE,6507 W ALDERBROOK LANE,,SPOKANE,WA,992240000,0,5,412568,1335,1512115199,1480751999,ACTIVE (ISSUED),7Q,47.615004,-117.50356,515 N GOLD ST,,CENTRALIA,WA,985315119,603352667,1,1,,63222187,16795699,1451553308,
1634,1,MARY JANE'S,1037 W MARINA DR,,MOSES LAKE,WA,988370000,0,10,414864,1336,1491029999,1479887999,ACTIVE (ISSUED),4O,47.1244268,-119.2922321,1037 W MARINA DR,,MOSES LAKE,WA,988370000,603357880,,,1,61598569,16795700,1451553309,
1690,1,ALTO BUDDHA,5526 INDUSTRY LANE STE 1,STE 1,EAST WENATCHEE,WA,988020000,0,7,416753,1337,1514793599,1480492799,ACTIVE (ISSUED),7U,47.508386,-120.295734,PO BOX 11778,,BAINBRIDGE ISLAND,WA,981100000,603359029,,1,,62618185,16795704,1466594100,
1653,1,WASHINGTON GREEN LEAF,2510 SANDRA AVE STE C,STE C,CENTRALIA,WA,985319649,0,8,414128,1339,1514793599,1479542399,ACTIVE (ISSUED),3E,46.7457416,-122.9977541,21837 OLD HIGHWAY 99 SW,,CENTRALIA,WA,985319649,603355722,,,1,61598569,16795706,1451553310,
1561,1,SKAGIT ORGANICS,16915 STATE HIGHWAY 20,UNIT B,MOUNT VERNON,WA,982730000,0,5,412843,1346,1512115199,1478329199,ACTIVE (ISSUED),7I,48.4577703,-122.3806583,16915 STATE HIGHWAY 20,UNIT B,MOUNT VERNON,WA,982738850,603351764,1,1,,61598569,16949089,1451726109,
1683,1,LAST STOP POT SHOP,"41711 STATE ROUTE 2, #1",,GOLD BAR,WA,982510000,0,8,415509,1347,1514793599,1480492799,ACTIVE (ISSUED),3F,47.844139,-121.673519,17631 160TH ST SE,,MONROE,WA,982720000,603359491,,,1,62618185,16949090,1451736900,
1631,1,GREEN PLACE,18826 MARINE DRIVE,,STANWOOD,WA,982920000,1,8,415512,1349,1483257599,1450511999,CLOSED (PERMANENT),3E,48.167588,-122.358321,18826 MARINE DRIVE,,STANWOOD,WA,982920000,603359488,,,1,64209379,17058899,1451812509,1481274984
1510,1,UAHI,318 E PACIFIC AVE,,SPOKANE,WA,992011433,0,7,413860,1350,1483257599,1450511999,ACTIVE (ISSUED),7M,47.6550799,-117.4172897,1705 W 1ST AVE STE 4,,SPOKANE,WA,992017657,603354458,,1,,61598569,17058900,1451812509,
1465,1,STRYPS,79 S HORTON ST STE 210,STE 210,SEATTLE,WA,981341847,0,7,417285,1354,1493621999,1462517999,ACTIVE (ISSUED),7J,47.5740427,-122.3355156,79 S HORTON ST STE 210,,SEATTLE,WA,981341847,603492932,,1,,61598569,17445058,1452244509,
930,1,NATURAL BLESSING,12811 CANYON ROAD EAST  STE 3,SUITE 3,PUYALLUP,WA,983730000,1,8,417471,1355,1498892399,1468047599,CLOSED (PERMANENT),7V,47.1392561,-122.3564423,12811 CANYON ROAD EAST  STE 3,STE 3,PUYALLUP,WA,983730000,603414589,,,1,61598569,17445059,1452255300,1468484108
1579,3,GREEN GROTTO,10611 CANYON RD E STE 101,,PUYALLUP,WA,983734552,1,8,414093,1356,1480579199,1451375999,CLOSED (PERMANENT),7V,47.1595031,-122.3565517,10611 CANTON RD E STE 101,,PUYALLUP,WA,983734552,603349171,,,1,61598569,17746123,1452676509,1461214800
929,1,WHITE STAR,12307 VAIL CUTOFF RD SE STE A,,RAINIER,WA,985769660,0,6,416579,1357,1509519599,1476860399,ACTIVE (ISSUED),7C,46.866575,-122.688715,12307 VAIL CUTOFF RD SE,,RAINIER,WA,985769660,603341880,1,1,,61598569,17826054,1452762910,
1004,1,AMERIKAN WEED,3223 C ST NE   UNIT 9,UNIT 9,AUBURN,WA,980021720,0,4,412991,1358,1493621999,1461913199,ACTIVE (ISSUED),7B,47.3366195,-122.227175,3223 C ST NE    UNIT 9,UNIT 9,AUBURN,WA,980021720,603356119,1,1,,63009077,17826061,1452762910,
1564,1,THE GREENERY EXTRACTS,3810 AIRPORT WAY S  STE 102,,SEATTLE,WA,981085214,0,7,416982,1359,1483257599,1451548799,ACTIVE (ISSUED),7J,47.5695351,-122.3222807,615 23RD AVE E,,SEATTLE,WA,981120000,603359291,,1,,61598569,18015676,1452936609,
1663,1,JOHNNY FARMS,5045 ADAMS RD N,,QUINCY,WA,988489738,0,4,414153,1360,1483257599,1451548799,ACTIVE (ISSUED),7L,47.1621057,-119.7688006,5043 ADAMS RD N,,QUINCY,WA,988489738,603357635,1,1,,61598569,18015677,1452936609,
1492,1,CANNABIS NORTHWEST,9300 KIMMIE ST SW STE A,,TUMWATER,WA,985129119,0,7,412738,1361,1480579199,1451548799,ACTIVE (ISSUED),7C,46.9527492,-122.9290385,1925 114TH LN SE,,OLYMPIA,WA,985019207,603351902,,1,,61598569,18015684,1452936610,
1435,1,LEGAL MARIJUANA SUPERSTORE,3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,WA,983670000,0,10,417880,1362,1514793599,1479369599,ACTIVE (ISSUED),1U,47.4853795,-122.6301356,3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,WA,983670000,603357323,,,1,61598569,18015686,1452936611,
1551,1,TOKELAND PRODUCTS,1221 SE COLE ROAD,,SHELTON,WA,985840000,0,5,412977,1364,1483257599,1468306799,ACTIVE (ISSUED),7R,47.174264,-123.074103,3008 29TH AVE SW,,TUMWATER,WA,985126101,603460428,1,1,,61598569,18275713,1453281309,
1662,1,PACIFIC,5115 WOODS CREEK RD #101,,MONROE,WA,982727249,1,6,417457,1367,1488355199,1452067199,CLOSED (PERMANENT),7G,47.9516459,-121.885326,17424 RHODES LAKE RD E,,SUMNER,WA,983918159,603481005,1,1,0,61598569,18356550,1453378500,1460005200
1087,1,JANE GARDENS,2512 HARTFORD DR,,LAKE STEVENS,WA,982580000,0,5,416813,1368,1485935999,1452067199,ACTIVE (ISSUED),7G,48.020849,-122.054883,PO BOX 98,,LAKE STEVENS,WA,982580098,603362513,1,1,,61598569,18356556,1453367711,
1183,1,FRUITY PINES FARMS,5416 JOHNSON POINT RD NE,STE A,OLYMPIA,WA,985169129,0,4,416004,1370,1483257599,1452153599,ACTIVE (ISSUED),7U,47.110027,-122.816357,3220 N 25TH ST,,TACOMA,WA,984066116,603358514,1,1,,61598569,18437351,1453454110,
1691,1,VI MEDENDI,1027 N CALVERT LN,,SPOKANE,WA,992249293,0,5,415694,1372,1512115199,1478069999,ACTIVE (ISSUED),7M,47.664543,-117.6091207,1027 N CALVERT LN,,SPOKANE,WA,992249293,603346798,1,1,,64413916,18519462,1453540508,
1689,1,MT BAKER GROWERS,4905 GUIDE MERIDIAN RD,#3,BELLINGHAM,WA,982269109,0,6,416153,1373,1485935999,1452239999,ACTIVE (ISSUED),7I,48.8169002,-122.4859804,4152 MERIDIAN ST STE 105/525,,BELLINGHAM,WA,982266481,603355849,1,1,,61598569,18519463,1453540508,
1736,1,HERBAN LEGENDS,2700 4TH AVE S C1,,SEATTLE,WA,981341942,1,8,420302,1374,1477983599,1452239999,CLOSED (PERMANENT),7W,47.5793415,-122.328303,2701 CALIFORNIA AVE SW PMB 209,,SEATTLE,WA,981162405,603443729,0,0,1,61598569,18519464,1453551300,1461128400
838,1,WASHINGTON GROW SOLUTIONS,16810 415TH AVE SE,BLDG C STE 1,GOLD BAR,WA,982519351,0,5,416235,1375,1485935999,1452239999,ACTIVE (ISSUED),7G,47.845363,-121.676726,2629 NW 96TH ST,,SEATTLE,WA,981172550,603466146,1,1,,62812420,18519469,1453540510,
1733,1,"BIP NORTHWEST, LLC",1938 MILWAUKEE WAY,STE B,TACOMA,WA,984212702,0,7,419493,1377,1491029999,1475909999,ACTIVE (ISSUED),7D,47.25414,-122.405029,1938 MILWAUKEE WAY,,TACOMA,WA,984212702,603593693,,1,,61598569,18618428,1471605300,
1497,1,NORTHWEST WONDERLAND,100 B S HORTON ST,,SEATTLE,WA,981341812,0,7,416140,1378,1483257599,1451548799,ACTIVE (ISSUED),7J,47.5744801,-122.3337729,8611 16TH AVE SW,,SEATTLE,WA,981062305,603355636,,1,,61598569,18618433,1453626910,
598,2,NW CONNOISSEURS,46 HOPE LANE,,EASTSOUND,WA,982450000,0,5,421766,1379,1509519599,1479369599,ACTIVE (ISSUED),7I,48.702718,-122.915982,PO BOX 2044,,EASTSOUND,WA,982450000,603345953,1,1,,61598569,18618434,1415866504,
1706,1,PUGET SOUND CANNABIS,26740 VASHON HWY SW,,VASHON,WA,980708319,0,5,417297,1380,1496300399,1466578799,ACTIVE (ISSUED),7B,47.362645,-122.495345,3034 S 201ST ST,,SEATAC,WA,981985742,603507782,1,1,,61598569,18825699,1453886109,
1246,2,GROWING LIKE A WEED,3623 E PRINCETON AVE,,SPOKANE,WA,992176738,0,7,419128,1381,1514793599,1481183999,ACTIVE (ISSUED),7M,47.699677,-117.356325,PO BOX 119,,MEAD,WA,990210000,603352631,,1,,64033960,18825700,1439723700,
1739,1,420 FARMS,11670 W HWY 28,STE C,QUINCY,WA,988489709,0,6,412433,1382,1496300399,1472108399,ACTIVE (ISSUED),7L,47.239934,-119.740526,630 VALLEY MALL PARKWAY #319,,EAST WENATCHEE,WA,988024838,603413082,1,1,,61598569,18825701,1453886110,
483,1,CRESCENT VALLEY FARMS,830 HIGHWAY 7   STE A,SUITE A,TONASKET,WA,988550000,0,6,417482,1383,1488355199,1481875199,ACTIVE (ISSUED),7H,48.7466782,-119.424817,3110 JUDSON ST PMB 75,,GIG HARBOR,WA,983350000,602696044,1,1,,65421176,18840997,1453292100,
875,1,ISLAND GREEN GROWERS,4525 DEER LAKE RD STE A,STE A,CLINTON,WA,982360000,0,2,417384,1386,1483257599,1452844799,ACTIVE (ISSUED),7I,47.97592,-122.369103,PO BOX 31,,CLINTON,WA,982360000,603359082,1,,,61598569,19070708,1454760900,
1684,1,GREENX3,4235 OLYMPIC DR W,,BREMERTON,WA,983120000,0,8,414277,1387,1512115199,1479542399,ACTIVE (ISSUED),1U,47.524762,-122.70826,6820 20TH ST E,,FIFE,WA,984240000,603353098,,,1,61598569,19070713,1454156100,
1187,1,OLYMPUS HORTICULTURE,123 ELWHA RD,,PORT ANGELES,WA,983629385,0,6,413107,1388,1512115199,1479369599,ACTIVE (ISSUED),7R,48.105648,-123.367031,123 ELWHA RD,,PORT ANGELES,WA,983629385,603449523,1,1,,61598569,19070716,1454145311,
1308,1,NW GROWN,8531 POSTMA RD,SUITE E,MOXEE,WA,989360000,0,6,417188,1389,1483257599,1452931199,ACTIVE (ISSUED),7L,46.564394,-120.387188,18321 DIKE RD,,MOUNT VERNON,WA,982739597,603353948,1,1,,61598569,19175452,1464347700,
1463,1,BMB,4380 KAWECKI RD STE E,STE E,MALAGA,WA,988280000,0,5,419740,1390,1483257599,1460703599,ACTIVE (ISSUED),7P,47.3689535,-120.1886194,1625 E SCRIVNER RD,,PORT ANGELES,WA,983620000,603359079,1,1,,64584654,19175458,1454760900,
1572,1,25 TREES,3213 S 38TH STE C,,TACOMA,WA,984041094,0,10,084154,1391,1483257599,1466837999,ACTIVE (ISSUED),1S,47.223098,-122.3975625,12425 137TH AVE E,,PUYALLUP,WA,983744534,603360074,,,1,61598569,19311051,1450959300,
1434,1,HC GARDENS,15210 275TH AVE SE STE B,,MONROE,WA,982729524,1,5,412157,1392,1493621999,1453276799,CLOSED (PERMANENT),7G,47.85924,-121.863533,20316 WELCH RD,,SNOHOMISH,WA,982960000,603399808,1,1,0,61598569,19462770,1454577312,1475569165
1485,1,SKORD,1919 SE 23RD AVE,,BATTLE GROUND,WA,986043319,0,5,413180,1393,1512115199,1479455999,ACTIVE (ISSUED),7E,45.7680077,-122.5123458,PO BOX 1744,,BATTLE GROUND,WA,986040000,603350698,1,1,,61598569,19462779,1454577314,
